Tool,Phase,Case,Run,Scenario,Artifact,Iteration,Metric,Value
Jena_(No_Inferencing),Read,RouteSensor,3,Batch,32,1,Time,2303762775
Jena_(No_Inferencing),Check,RouteSensor,3,Batch,32,1,Time,115213736
Jena_(No_Inferencing),Check,RouteSensor,3,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,5,Batch,4,1,Time,401753028
Jena_(No_Inferencing),Check,SwitchSet,5,Batch,4,1,Time,17594695
Jena_(No_Inferencing),Check,SwitchSet,5,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,16,1,Time,953346552
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,16,1,Time,171146213
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,2,Batch,4,1,Time,360811711
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,4,1,Time,99438179154
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,4,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,3,Batch,16,1,Time,938822313
Sesame_(No_Inferencing),Check,ConnectedSegments,3,Batch,16,1,Time,1323660276
Sesame_(No_Inferencing),Check,ConnectedSegments,3,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,2,Batch,8,1,Time,758922440
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,8,1,Time,11443042
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,5,Batch,256,1,Time,19495434562
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,256,1,Time,627457213
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,256,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,1,Batch,32,1,Time,3428034083
Jena_(No_Inferencing),Check,RouteSensor,1,Batch,32,1,Time,587269371
Jena_(No_Inferencing),Check,RouteSensor,1,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,32,1,Time,2219424264
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,32,1,Time,286548912
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,2,Batch,32,1,Time,1889598802
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,32,1,Time,39485151
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,32,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,1,Batch,1,1,Time,598766505
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,1,1,Time,285670641
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,4,Batch,2,1,Time,167012547
Jena_(No_Inferencing),Check,SwitchSet,4,Batch,2,1,Time,11622808
Jena_(No_Inferencing),Check,SwitchSet,4,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,2,Batch,1,1,Time,227325863
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,1,1,Time,9378928
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,3,Batch,2,1,Time,267908050
Sesame_(No_Inferencing),Check,SwitchSet,3,Batch,2,1,Time,26728873
Sesame_(No_Inferencing),Check,SwitchSet,3,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,4,Batch,4,1,Time,274953490
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,4,1,Time,94897660
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,2,Batch,128,1,Time,7164209386
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,128,1,Time,1842220497
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,8,1,Time,570567981
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,8,1,Time,171876634
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,3,Batch,256,1,Time,13836562813
Jena_(No_Inferencing),Check,RouteSensor,3,Batch,256,1,Time,843664612
Jena_(No_Inferencing),Check,RouteSensor,3,Batch,256,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,1,Batch,16,1,Time,2337476065
Sesame_(No_Inferencing),Check,RouteSensor,1,Batch,16,1,Time,296258206
Sesame_(No_Inferencing),Check,RouteSensor,1,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,4,Batch,2,1,Time,114722044
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,2,1,Time,8801349
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,128,1,Time,7901830872
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,128,1,Time,11155205400
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,8,1,Time,492377406
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,8,1,Time,87401641
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,64,1,Time,4124880533
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,64,1,Time,699360403
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,3,Batch,4,1,Time,248918010
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,4,1,Time,14721172
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,4,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,5,Batch,16,1,Time,944185251
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,16,1,Time,104132996
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,2,Batch,2,1,Time,156226939
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,2,1,Time,14073642
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,1,Batch,4,1,Time,1037637880
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,4,1,Time,409999386
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,1,Batch,128,1,Time,7853710033
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,128,1,Time,748729185
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,1,1,Time,91188731
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,1,1,Time,13893748
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,2,Batch,16,1,Time,1053026011
Jena_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,16,1,Time,297690356
Jena_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,2,Batch,16,1,Time,1453814067
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,16,1,Time,206783572
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,16,1,Time,1933000152
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,16,1,Time,706186167
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,2,Batch,128,1,Time,7246613518
Jena_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,128,1,Time,950884277
Jena_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,128,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,1,1,Time,49717787
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,1,1,Time,5060253964
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,3,Batch,2,1,Time,132725194
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,2,1,Time,13884641
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,128,1,Time,12796987003
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,128,1,Time,13157520556
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,128,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,64,1,Time,7049096023
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,64,1,Time,7474398277
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,3,Batch,128,1,Time,6339535998
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,128,1,Time,395469477
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,256,1,Time,14591048814
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,256,1,Time,5607260104
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,256,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,3,Batch,2,1,Time,267917911
Jena_(No_Inferencing),Check,ConnectedSegments,3,Batch,2,1,Time,40566401
Jena_(No_Inferencing),Check,ConnectedSegments,3,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,4,Batch,32,1,Time,2011630046
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,32,1,Time,56780759
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,32,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,1,Batch,4,1,Time,879879692
Sesame_(No_Inferencing),Check,RouteSensor,1,Batch,4,1,Time,236527382
Sesame_(No_Inferencing),Check,RouteSensor,1,Batch,4,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,5,Batch,64,1,Time,2980355657
Sesame_(No_Inferencing),Check,RouteSensor,5,Batch,64,1,Time,96015738
Sesame_(No_Inferencing),Check,RouteSensor,5,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,4,Batch,2,1,Time,112463919
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,2,1,Time,165255448
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,5,Batch,256,1,Time,15763870289
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,256,1,Time,6707492376
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,256,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,32,1,Time,3850679290
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,32,1,Time,3944131529
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,2,Batch,2,1,Time,311896616
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,2,1,Time,39625686
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,5,Batch,2,1,Time,125968695
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,2,1,Time,155087057
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,5,Batch,8,1,Time,361895113
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,8,1,Time,39422495
Sesame_(No_Inferencing),Check,SwitchSet,5,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,2,Batch,8,1,Time,881516547
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,8,1,Time,231017512
Jena_(No_Inferencing),Check,ConnectedSegments,2,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,3,Batch,32,1,Time,2385097350
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,32,1,Time,41342802
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,2,Batch,4,1,Time,668538345
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,4,1,Time,85366748
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,4,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,4,Batch,32,1,Time,1851529017
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,32,1,Time,76349097
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,32,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,4,Batch,4,1,Time,207733916
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,4,1,Time,318879907
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,5,Batch,16,1,Time,655634839
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,16,1,Time,351709939
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,3,Batch,1,1,Time,106363259
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,1,1,Time,24218046
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,3,Batch,8,1,Time,531926717
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,8,1,Time,9705660
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,5,Batch,1,1,Time,74720106
Sesame_(No_Inferencing),Check,RouteSensor,5,Batch,1,1,Time,10275951
Sesame_(No_Inferencing),Check,RouteSensor,5,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,128,1,Time,8124305654
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,128,1,Time,878285487
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,128,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,2,Batch,256,1,Time,16716926107
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,256,1,Time,22010291261
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,2,Batch,256,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,4,Batch,1,1,Time,131964813
Jena_(No_Inferencing),Check,SwitchSet,4,Batch,1,1,Time,11208691
Jena_(No_Inferencing),Check,SwitchSet,4,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,1,Batch,128,1,Time,9192704694
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,128,1,Time,2841480650
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,1,Batch,2,1,Time,656926431
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,2,1,Time,380375532
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,3,Batch,32,1,Time,1746286123
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,32,1,Time,134929277
Sesame_(No_Inferencing),Check,RouteSensor,3,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,1,Batch,256,1,Time,17384444509
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,256,1,Time,4484691428
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,256,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,4,Batch,4,1,Time,286885208
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,4,1,Time,13671373
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,1,Batch,16,1,Time,2484090442
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,16,1,Time,442692311
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,16,1,Time,956520140
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,16,1,Time,1683254560
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,64,1,Time,3803369752
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,64,1,Time,5797549126
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,5,Batch,8,1,Time,456126466
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,8,1,Time,661828326
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,4,Batch,8,1,Time,499036759
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,8,1,Time,31516786
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,2,Batch,64,1,Time,4356545745
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,64,1,Time,144171546
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,2,Batch,4,1,Time,386516594
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,4,1,Time,33353531
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,5,Batch,32,1,Time,1554775338
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,32,1,Time,422225652
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,64,1,Time,5310059079
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,64,1,Time,1413137575
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,64,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,5,Batch,1,1,Time,137901672
Jena_(No_Inferencing),Check,RouteSensor,5,Batch,1,1,Time,27566432
Jena_(No_Inferencing),Check,RouteSensor,5,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,2,1,Time,119453346
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,2,1,Time,15073040677
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,1,Batch,16,1,Time,2157200186
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,16,1,Time,871582376
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,1,Batch,16,1,Time,1813302597
Sesame_(No_Inferencing),Check,ConnectedSegments,1,Batch,16,1,Time,2529485766
Sesame_(No_Inferencing),Check,ConnectedSegments,1,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,2,Batch,64,1,Time,3589797021
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,64,1,Time,179164151
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,4,Batch,8,1,Time,484415709
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,8,1,Time,657028847
Sesame_(No_Inferencing),Check,ConnectedSegments,4,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,4,Batch,8,1,Time,513857653
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,8,1,Time,35707205
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,4,1,Time,160620978
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,4,1,Time,99398554165
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,4,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,4,Batch,1,1,Time,161067968
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,1,1,Time,23839024
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,1,1,Time,104272553
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,1,1,Time,15424285
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,4,Batch,1,1,Time,128295289
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,1,1,Time,43729361
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,1,Batch,256,1,Time,20527733822
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,256,1,Time,936143163
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,256,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,2,Batch,256,1,Time,19614352970
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,256,1,Time,122968729
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,256,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,2,Batch,16,1,Time,887171691
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,16,1,Time,42887789
Sesame_(No_Inferencing),Check,RouteSensor,2,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,1,Batch,128,1,Time,9060435909
Sesame_(No_Inferencing),Check,ConnectedSegments,1,Batch,128,1,Time,9828284436
Sesame_(No_Inferencing),Check,ConnectedSegments,1,Batch,128,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,3,Batch,1,1,Time,124615665
Sesame_(No_Inferencing),Check,SwitchSet,3,Batch,1,1,Time,16703698
Sesame_(No_Inferencing),Check,SwitchSet,3,Batch,1,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,2,1,Time,92479151
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,2,1,Time,17401279799
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,1,Batch,32,1,Time,2883343547
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,32,1,Time,1360874410
Jena_(No_Inferencing),Check,ConnectedSegments,1,Batch,32,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,128,1,Time,10563848453
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,128,1,Time,11132523664
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,4,Batch,8,1,Time,345490830
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,8,1,Time,20331730
Jena_(No_Inferencing),Check,RouteSensor,4,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,2,Batch,128,1,Time,8751982128
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,128,1,Time,435844561
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,2,Batch,32,1,Time,2642549133
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,32,1,Time,114211321
Jena_(No_Inferencing),Check,RouteSensor,2,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,3,Batch,1,1,Time,167740511
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,1,1,Time,4651643
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,1,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,3,Batch,16,1,Time,735114539
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,16,1,Time,15667591
Jena_(No_Inferencing),Check,SwitchSet,3,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,16,1,Time,866178359
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,16,1,Time,1298858726
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,16,1,Time,970873484
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,16,1,Time,153352952
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,1,Batch,8,1,Time,1112170317
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,8,1,Time,437826590
Jena_(No_Inferencing),Check,SwitchSet,1,Batch,8,1,Matches,0
Jena_(No_Inferencing),Read,SwitchSet,2,Batch,2,1,Time,193753513
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,2,1,Time,8641349
Jena_(No_Inferencing),Check,SwitchSet,2,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,5,Batch,64,1,Time,3849506952
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,64,1,Time,1052361085
Jena_(No_Inferencing),Check,ConnectedSegments,5,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,1,Batch,128,1,Time,12274388943
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,128,1,Time,818430988
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,128,1,Matches,0
Sesame_(No_Inferencing),Read,RouteSensor,4,Batch,128,1,Time,6456173582
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,128,1,Time,295738432
Sesame_(No_Inferencing),Check,RouteSensor,4,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,4,Batch,16,1,Time,772173306
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,16,1,Time,165525483
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,ConnectedSegments,4,Batch,128,1,Time,8643222163
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,128,1,Time,4445062326
Jena_(No_Inferencing),Check,ConnectedSegments,4,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,128,1,Time,10425219268
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,128,1,Time,2680498997
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,128,1,Time,6874848874
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,128,1,Time,1119136723
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,128,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,3,Batch,16,1,Time,690957803
